Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.97,3.66,4.5,4.81,4.71,4.02,3.77,3.68,3.63,3.39,2.96,2.72
Water requirement (mm/day),2.079,2.562,3.15,3.367,3.297,2.814,2.639,2.576,2.541,2.373,2.072,1.904
Water requirement litres/day/ha ,20790,25620,31500,33670,32970,28140,26390,25760,25410,23730,20720,19040
Water requirement litres/palm/day in an ha,145.3846154,179.1608392,220.2797203,235.4545455,230.5594406,196.7832168,184.5454545,180.1398601,177.6923077,165.9440559,144.8951049,133.1468531
Water requirement litres/palm/day in an ha at 70% field capacity,101.7692308,125.4125874,154.1958042,164.8181818,161.3916084,137.7482517,129.1818182,126.0979021,124.3846154,116.1608392,101.4265734,93.2027972
