Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.56,4.43,5.82,6.9,7.39,6.37,5.05,4.6,4.81,5.04,4.09,3.45
Water requirement (mm/day),2.492,3.101,4.074,4.83,5.173,4.459,3.535,3.22,3.367,3.528,2.863,2.415
Water requirement litres/day/ha ,24920,31010,40740,48300,51730,44590,35350,32200,33670,35280,28630,24150
Water requirement litres/palm/day in an ha,174.2657,216.8531,284.8951,337.7622,361.7483,311.8182,247.2028,225.1748,235.4545,246.7133,200.2098,168.8811
Water requirement litres/palm/day in an ha at 70% field capacity,121.986,151.7972,199.4266,236.4336,253.2238,218.2727,173.042,157.6224,164.8182,172.6993,140.1469,118.2168
