Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.79,4.67,5.82,6.59,6.9,5.9,5.05,4.78,4.62,4.29,3.74,3.49
Water requirement (mm/day),2.653,3.269,4.074,4.613,4.83,4.13,3.535,3.346,3.234,3.003,2.618,2.443
Water requirement litres/day/ha ,26530,32690,40740,46130,48300,41300,35350,33460,32340,30030,26180,24430
Water requirement litres/palm/day in an ha,185.5245,228.6014,284.8951,322.5874,337.7622,288.8112,247.2028,233.986,226.1538,210,183.0769,170.8392
Water requirement litres/palm/day in an ha at 70% field capacity,129.8671,160.021,199.4266,225.8112,236.4336,202.1678,173.042,163.7902,158.3077,147,128.1538,119.5874
