Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.52,4.25,5.21,5.81,6.29,5.78,4.98,4.68,4.5,4.03,3.5,3.27
Water requirement (mm/day),2.464,2.975,3.647,4.067,4.403,4.046,3.486,3.276,3.15,2.821,2.45,2.289
Water requirement litres/day/ha ,24640,29750,36470,40670,44030,40460,34860,32760,31500,28210,24500,22890
Water requirement litres/palm/day in an ha,172.3077,208.042,255.035,284.4056,307.9021,282.9371,243.7762,229.0909,220.2797,197.2727,171.3287,160.0699
Water requirement litres/palm/day in an ha at 70% field capacity,120.6154,145.6294,178.5245,199.0839,215.5315,198.0559,170.6434,160.3636,154.1958,138.0909,119.9301,112.049
