Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,1.97,2.49,3.48,4.07,4.37,4.46,4.22,4.04,3.61,3.11,2.41,1.93
Water requirement (mm/day),1.379,1.743,2.436,2.849,3.059,3.122,2.954,2.828,2.527,2.177,1.687,1.351
Water requirement litres/day/ha ,13790,17430,24360,28490,30590,31220,29540,28280,25270,21770,16870,13510
Water requirement litres/palm/day in an ha,96.43357,121.8881,170.3497,199.2308,213.9161,218.3217,206.5734,197.7622,176.7133,152.2378,117.972,94.47552
Water requirement litres/palm/day in an ha at 70% field capacity,67.5035,85.32168,119.2448,139.4615,149.7413,152.8252,144.6014,138.4336,123.6993,106.5664,82.58042,66.13287
