Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.8,4.69,5.84,6.62,6.93,5.91,5.05,4.8,4.65,4.32,3.76,3.51
Water requirement (mm/day),2.66,3.283,4.088,4.634,4.851,4.137,3.535,3.36,3.255,3.024,2.632,2.457
Water requirement litres/day/ha ,26600,32830,40880,46340,48510,41370,35350,33600,32550,30240,26320,24570
Water requirement litres/palm/day in an ha,186.014,229.5804,285.8741,324.0559,339.2308,289.3007,247.2028,234.965,227.6224,211.4685,184.0559,171.8182
Water requirement litres/palm/day in an ha at 70% field capacity,130.2098,160.7063,200.1119,226.8392,237.4615,202.5105,173.042,164.4755,159.3357,148.028,128.8392,120.2727
