Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.62,4.18,4.68,4.8,4.62,4.28,4.26,4.27,4.25,3.92,3.49,3.27
Water requirement (mm/day),2.534,2.926,3.276,3.36,3.234,2.996,2.982,2.989,2.975,2.744,2.443,2.289
Water requirement litres/day/ha ,25340,29260,32760,33600,32340,29960,29820,29890,29750,27440,24430,22890
Water requirement litres/palm/day in an ha,177.2028,204.6154,229.0909,234.965,226.1538,209.5105,208.5315,209.021,208.042,191.8881,170.8392,160.0699
Water requirement litres/palm/day in an ha at 70% field capacity,124.042,143.2308,160.3636,164.4755,158.3077,146.6573,145.972,146.3147,145.6294,134.3217,119.5874,112.049
