Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.88,4.52,5.18,5.42,5.12,4.45,4.25,4.3,4.42,4.05,3.64,3.49
Water requirement (mm/day),2.716,3.164,3.626,3.794,3.584,3.115,2.975,3.01,3.094,2.835,2.548,2.443
Water requirement litres/day/ha ,27160,31640,36260,37940,35840,31150,29750,30100,30940,28350,25480,24430
Water requirement litres/palm/day in an ha,189.9301,221.2587,253.5664,265.3147,250.6294,217.8322,208.042,210.4895,216.3636,198.2517,178.1818,170.8392
Water requirement litres/palm/day in an ha at 70% field capacity,132.951,154.8811,177.4965,185.7203,175.4406,152.4825,145.6294,147.3427,151.4545,138.7762,124.7273,119.5874
