Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.34,4.16,5.47,6.64,7.13,6.01,4.57,4.21,4.21,4.05,3.57,3.17
Water requirement (mm/day),1.67,2.08,2.735,3.32,3.565,3.005,2.285,2.105,2.105,2.025,1.785,1.585
Water requirement litres/day/ha ,16700,20800,27350,33200,35650,30050,22850,21050,21050,20250,17850,15850
Water requirement litres/palm/day in an ha,116.7832168,145.4545455,191.2587413,232.1678322,249.3006993,210.1398601,159.7902098,147.2027972,147.2027972,141.6083916,124.8251748,110.8391608
Water requirement litres/palm/day in an ha at 70% field capacity,81.74825175,101.8181818,133.8811189,162.5174825,174.5104895,147.0979021,111.8531469,103.041958,103.041958,99.12587413,87.37762238,77.58741259
