Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.27,4.1,5.54,6.84,7.38,6.21,4.66,4.24,4.22,4.05,3.52,3.11
Water requirement (mm/day),1.635,2.05,2.77,3.42,3.69,3.105,2.33,2.12,2.11,2.025,1.76,1.555
Water requirement litres/day/ha ,16350,20500,27700,34200,36900,31050,23300,21200,21100,20250,17600,15550
Water requirement litres/palm/day in an ha,114.3356643,143.3566434,193.7062937,239.1608392,258.041958,217.1328671,162.9370629,148.2517483,147.5524476,141.6083916,123.0769231,108.7412587
Water requirement litres/palm/day in an ha at 70% field capacity,80.03496503,100.3496503,135.5944056,167.4125874,180.6293706,151.993007,114.0559441,103.7762238,103.2867133,99.12587413,86.15384615,76.11888112
