Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.8,4.55,5.37,5.72,5.93,5.46,5.24,5.13,4.9,4.21,3.61,3.37
Water requirement (mm/day),1.9,2.275,2.685,2.86,2.965,2.73,2.62,2.565,2.45,2.105,1.805,1.685
Water requirement litres/day/ha ,19000,22750,26850,28600,29650,27300,26200,25650,24500,21050,18050,16850
Water requirement litres/palm/day in an ha,132.8671329,159.0909091,187.7622378,200,207.3426573,190.9090909,183.2167832,179.3706294,171.3286713,147.2027972,126.2237762,117.8321678
Water requirement litres/palm/day in an ha at 70% field capacity,93.00699301,111.3636364,131.4335664,140,145.1398601,133.6363636,128.2517483,125.5594406,119.9300699,103.041958,88.35664336,82.48251748
