Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.88,4.7,5.88,6.63,6.48,5.61,4.6,4.25,4.56,4.95,4.25,3.73
Water requirement (mm/day),1.94,2.35,2.94,3.315,3.24,2.805,2.3,2.125,2.28,2.475,2.125,1.865
Water requirement litres/day/ha ,19400,23500,29400,33150,32400,28050,23000,21250,22800,24750,21250,18650
Water requirement litres/palm/day in an ha,135.6643357,164.3356643,205.5944056,231.8181818,226.5734266,196.1538462,160.8391608,148.6013986,159.4405594,173.0769231,148.6013986,130.4195804
Water requirement litres/palm/day in an ha at 70% field capacity,94.96503497,115.034965,143.9160839,162.2727273,158.6013986,137.3076923,112.5874126,104.020979,111.6083916,121.1538462,104.020979,91.29370629
