Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.21,4,5.33,6.33,6.67,5.71,4.57,4.23,4.12,3.88,3.4,3.04
Water requirement (mm/day),1.605,2,2.665,3.165,3.335,2.855,2.285,2.115,2.06,1.94,1.7,1.52
Water requirement litres/day/ha ,16050,20000,26650,31650,33350,28550,22850,21150,20600,19400,17000,15200
Water requirement litres/palm/day in an ha,112.2377622,139.8601399,186.3636364,221.3286713,233.2167832,199.6503497,159.7902098,147.9020979,144.0559441,135.6643357,118.8811189,106.2937063
Water requirement litres/palm/day in an ha at 70% field capacity,78.56643357,97.9020979,130.4545455,154.9300699,163.2517483,139.7552448,111.8531469,103.5314685,100.8391608,94.96503497,83.21678322,74.40559441
