Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.3,3.07,3.49,3.9,4.19,4.3,3.55,2.96,2.9,2.99,3.06,2.97
Water requirement (mm/day),2.15,1.535,1.745,1.95,2.095,2.15,1.775,1.48,1.45,1.495,1.53,1.485
Water requirement litres/day/ha ,21500,15350,17450,19500,20950,21500,17750,14800,14500,14950,15300,14850
Water requirement litres/palm/day in an ha,150.3496503,107.3426573,122.027972,136.3636364,146.5034965,150.3496503,124.1258741,103.4965035,101.3986014,104.5454545,106.993007,103.8461538
Water requirement litres/palm/day in an ha at 70% field capacity,105.2447552,75.13986014,85.41958042,95.45454545,102.5524476,105.2447552,86.88811189,72.44755245,70.97902098,73.18181818,74.8951049,72.69230769
