Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.29,2.89,3.31,3.78,4.16,4.29,3.59,2.74,2.51,2.72,3.03,3
Water requirement (mm/day),2.145,1.445,1.655,1.89,2.08,2.145,1.795,1.37,1.255,1.36,1.515,1.5
Water requirement litres/day/ha ,21450,14450,16550,18900,20800,21450,17950,13700,12550,13600,15150,15000
Water requirement litres/palm/day in an ha,150,101.048951,115.7342657,132.1678322,145.4545455,150,125.5244755,95.8041958,87.76223776,95.1048951,105.9440559,104.8951049
Water requirement litres/palm/day in an ha at 70% field capacity,105,70.73426573,81.01398601,92.51748252,101.8181818,105,87.86713287,67.06293706,61.43356643,66.57342657,74.16083916,73.42657343
