Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,1.82,2.31,3.29,4.01,4.45,4.65,4.56,4.31,3.75,3.12,2.39,1.84
Water requirement (mm/day),0.91,1.155,1.645,2.005,2.225,2.325,2.28,2.155,1.875,1.56,1.195,0.92
Water requirement litres/day/ha ,9100,11550,16450,20050,22250,23250,22800,21550,18750,15600,11950,9200
Water requirement litres/palm/day in an ha,63.63636364,80.76923077,115.034965,140.2097902,155.5944056,162.5874126,159.4405594,150.6993007,131.1188811,109.0909091,83.56643357,64.33566434
Water requirement litres/palm/day in an ha at 70% field capacity,44.54545455,56.53846154,80.52447552,98.14685315,108.9160839,113.8111888,111.6083916,105.4895105,91.78321678,76.36363636,58.4965035,45.03496503
