Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.45,3.82,4.14,4.15,3.86,3.5,3.48,3.53,3.59,3.43,3.19,3.14
Water requirement (mm/day),1.725,1.91,2.07,2.075,1.93,1.75,1.74,1.765,1.795,1.715,1.595,1.57
Water requirement litres/day/ha ,17250,19100,20700,20750,19300,17500,17400,17650,17950,17150,15950,15700
Water requirement litres/palm/day in an ha,120.6293706,133.5664336,144.7552448,145.1048951,134.965035,122.3776224,121.6783217,123.4265734,125.5244755,119.9300699,111.5384615,109.7902098
Water requirement litres/palm/day in an ha at 70% field capacity,84.44055944,93.4965035,101.3286713,101.5734266,94.47552448,85.66433566,85.17482517,86.3986014,87.86713287,83.95104895,78.07692308,76.85314685
