Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.79,4.67,5.82,6.59,6.9,5.9,5.05,4.78,4.62,4.29,3.74,3.49
Water requirement (mm/day),1.895,2.335,2.91,3.295,3.45,2.95,2.525,2.39,2.31,2.145,1.87,1.745
Water requirement litres/day/ha ,18950,23350,29100,32950,34500,29500,25250,23900,23100,21450,18700,17450
Water requirement litres/palm/day in an ha,132.5174825,163.2867133,203.4965035,230.4195804,241.2587413,206.2937063,176.5734266,167.1328671,161.5384615,150,130.7692308,122.027972
Water requirement litres/palm/day in an ha at 70% field capacity,92.76223776,114.3006993,142.4475524,161.2937063,168.8811189,144.4055944,123.6013986,116.993007,113.0769231,105,91.53846154,85.41958042
