Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.64,4.46,5.68,6.45,6.8,5.61,4.31,4.04,4.14,4.1,3.68,3.38
Water requirement (mm/day),1.82,2.23,2.84,3.225,3.4,2.805,2.155,2.02,2.07,2.05,1.84,1.69
Water requirement litres/day/ha ,18200,22300,28400,32250,34000,28050,21550,20200,20700,20500,18400,16900
Water requirement litres/palm/day in an ha,127.2727273,155.9440559,198.6013986,225.5244755,237.7622378,196.1538462,150.6993007,141.2587413,144.7552448,143.3566434,128.6713287,118.1818182
Water requirement litres/palm/day in an ha at 70% field capacity,89.09090909,109.1608392,139.020979,157.8671329,166.4335664,137.3076923,105.4895105,98.88111888,101.3286713,100.3496503,90.06993007,82.72727273
