Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.83,2.87,3.18,3.55,3.83,3.82,3.26,2.64,2.46,2.82,3.3,3.11
Water requirement (mm/day),1.915,1.435,1.59,1.775,1.915,1.91,1.63,1.32,1.23,1.41,1.65,1.555
Water requirement litres/day/ha ,19150,14350,15900,17750,19150,19100,16300,13200,12300,14100,16500,15550
Water requirement litres/palm/day in an ha,133.9160839,100.3496503,111.1888112,124.1258741,133.9160839,133.5664336,113.986014,92.30769231,86.01398601,98.6013986,115.3846154,108.7412587
Water requirement litres/palm/day in an ha at 70% field capacity,93.74125874,70.24475524,77.83216783,86.88811189,93.74125874,93.4965035,79.79020979,64.61538462,60.20979021,69.02097902,80.76923077,76.11888112
