Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.44,4.14,5.16,5.86,5.99,5.27,4.39,4.06,4.35,4.67,3.97,3.38
Water requirement (mm/day),1.72,2.07,2.58,2.93,2.995,2.635,2.195,2.03,2.175,2.335,1.985,1.69
Water requirement litres/day/ha ,17200,20700,25800,29300,29950,26350,21950,20300,21750,23350,19850,16900
Water requirement litres/palm/day in an ha,120.2797203,144.7552448,180.4195804,204.8951049,209.4405594,184.2657343,153.4965035,141.958042,152.0979021,163.2867133,138.8111888,118.1818182
Water requirement litres/palm/day in an ha at 70% field capacity,84.1958042,101.3286713,126.2937063,143.4265734,146.6083916,128.986014,107.4475524,99.37062937,106.4685315,114.3006993,97.16783217,82.72727273
