Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.71,4.21,4.64,4.74,4.5,4.09,4.02,4.04,4.08,3.81,3.46,3.36
Water requirement (mm/day),1.855,2.105,2.32,2.37,2.25,2.045,2.01,2.02,2.04,1.905,1.73,1.68
Water requirement litres/day/ha ,18550,21050,23200,23700,22500,20450,20100,20200,20400,19050,17300,16800
Water requirement litres/palm/day in an ha,129.7202797,147.2027972,162.2377622,165.7342657,157.3426573,143.006993,140.5594406,141.2587413,142.6573427,133.2167832,120.979021,117.4825175
Water requirement litres/palm/day in an ha at 70% field capacity,90.8041958,103.041958,113.5664336,116.013986,110.1398601,100.1048951,98.39160839,98.88111888,99.86013986,93.25174825,84.68531469,82.23776224
