Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.54,4.23,5.24,5.8,5.78,5.1,4.29,3.99,4.27,4.66,4.01,3.46
Water requirement (mm/day),1.77,2.115,2.62,2.9,2.89,2.55,2.145,1.995,2.135,2.33,2.005,1.73
Water requirement litres/day/ha ,17700,21150,26200,29000,28900,25500,21450,19950,21350,23300,20050,17300
Water requirement litres/palm/day in an ha,123.7762238,147.9020979,183.2167832,202.7972028,202.0979021,178.3216783,150,139.5104895,149.3006993,162.9370629,140.2097902,120.979021
Water requirement litres/palm/day in an ha at 70% field capacity,86.64335664,103.5314685,128.2517483,141.958042,141.4685315,124.8251748,105,97.65734266,104.5104895,114.0559441,98.14685315,84.68531469
