Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.13,2.35,2.63,2.92,3.13,3.09,2.61,2.08,1.92,2.18,2.58,2.47
Water requirement (mm/day),1.565,1.175,1.315,1.46,1.565,1.545,1.305,1.04,0.96,1.09,1.29,1.235
Water requirement litres/day/ha ,15650,11750,13150,14600,15650,15450,13050,10400,9600,10900,12900,12350
Water requirement litres/palm/day in an ha,109.4405594,82.16783217,91.95804196,102.0979021,109.4405594,108.041958,91.25874126,72.72727273,67.13286713,76.22377622,90.20979021,86.36363636
Water requirement litres/palm/day in an ha at 70% field capacity,76.60839161,57.51748252,64.37062937,71.46853147,76.60839161,75.62937063,63.88111888,50.90909091,46.99300699,53.35664336,63.14685315,60.45454545
