Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.61,4.5,5.9,6.99,7.39,6.36,4.96,4.43,4.73,5.01,4.09,3.48
Water requirement (mm/day),1.805,2.25,2.95,3.495,3.695,3.18,2.48,2.215,2.365,2.505,2.045,1.74
Water requirement litres/day/ha ,18050,22500,29500,34950,36950,31800,24800,22150,23650,25050,20450,17400
Water requirement litres/palm/day in an ha,126.2237762,157.3426573,206.2937063,244.4055944,258.3916084,222.3776224,173.4265734,154.8951049,165.3846154,175.1748252,143.006993,121.6783217
Water requirement litres/palm/day in an ha at 70% field capacity,88.35664336,110.1398601,144.4055944,171.0839161,180.8741259,155.6643357,121.3986014,108.4265734,115.7692308,122.6223776,100.1048951,85.17482517
