Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.53,4.3,5.37,6.05,6.42,5.64,4.55,4.28,4.24,4.02,3.57,3.3
Water requirement (mm/day),1.765,2.15,2.685,3.025,3.21,2.82,2.275,2.14,2.12,2.01,1.785,1.65
Water requirement litres/day/ha ,17650,21500,26850,30250,32100,28200,22750,21400,21200,20100,17850,16500
Water requirement litres/palm/day in an ha,123.4265734,150.3496503,187.7622378,211.5384615,224.4755245,197.2027972,159.0909091,149.6503497,148.2517483,140.5594406,124.8251748,115.3846154
Water requirement litres/palm/day in an ha at 70% field capacity,86.3986014,105.2447552,131.4335664,148.0769231,157.1328671,138.041958,111.3636364,104.7552448,103.7762238,98.39160839,87.37762238,80.76923077
