Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.46,4.3,5.63,6.69,7.13,6.12,4.93,4.49,4.79,4.96,4.03,3.37
Water requirement (mm/day),1.73,2.15,2.815,3.345,3.565,3.06,2.465,2.245,2.395,2.48,2.015,1.685
Water requirement litres/day/ha ,17300,21500,28150,33450,35650,30600,24650,22450,23950,24800,20150,16850
Water requirement litres/palm/day in an ha,120.979021,150.3496503,196.8531469,233.9160839,249.3006993,213.986014,172.3776224,156.993007,167.4825175,173.4265734,140.9090909,117.8321678
Water requirement litres/palm/day in an ha at 70% field capacity,84.68531469,105.2447552,137.7972028,163.7412587,174.5104895,149.7902098,120.6643357,109.8951049,117.2377622,121.3986014,98.63636364,82.48251748
