Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.08,4.93,6.01,6.63,6.69,5.29,4.49,4.4,4.54,4.38,3.94,3.72
Water requirement (mm/day),2.04,2.465,3.005,3.315,3.345,2.645,2.245,2.2,2.27,2.19,1.97,1.86
Water requirement litres/day/ha ,20400,24650,30050,33150,33450,26450,22450,22000,22700,21900,19700,18600
Water requirement litres/palm/day in an ha,142.6573427,172.3776224,210.1398601,231.8181818,233.9160839,184.965035,156.993007,153.8461538,158.7412587,153.1468531,137.7622378,130.0699301
Water requirement litres/palm/day in an ha at 70% field capacity,99.86013986,120.6643357,147.0979021,162.2727273,163.7412587,129.4755245,109.8951049,107.6923077,111.1188811,107.2027972,96.43356643,91.04895105
