Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.62,4.18,4.68,4.8,4.62,4.28,4.26,4.27,4.25,3.92,3.49,3.27
Water requirement (mm/day),1.81,2.09,2.34,2.4,2.31,2.14,2.13,2.135,2.125,1.96,1.745,1.635
Water requirement litres/day/ha ,18100,20900,23400,24000,23100,21400,21300,21350,21250,19600,17450,16350
Water requirement litres/palm/day in an ha,126.5734266,146.1538462,163.6363636,167.8321678,161.5384615,149.6503497,148.951049,149.3006993,148.6013986,137.0629371,122.027972,114.3356643
Water requirement litres/palm/day in an ha at 70% field capacity,88.6013986,102.3076923,114.5454545,117.4825175,113.0769231,104.7552448,104.2657343,104.5104895,104.020979,95.94405594,85.41958042,80.03496503
