Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.96,2.22,2.45,2.86,2.96,2.88,2.51,2.37,2.34,2.28,2.38,2.33
Water requirement (mm/day),1.48,1.11,1.225,1.43,1.48,1.44,1.255,1.185,1.17,1.14,1.19,1.165
Water requirement litres/day/ha ,14800,11100,12250,14300,14800,14400,12550,11850,11700,11400,11900,11650
Water requirement litres/palm/day in an ha,103.4965035,77.62237762,85.66433566,100,103.4965035,100.6993007,87.76223776,82.86713287,81.81818182,79.72027972,83.21678322,81.46853147
Water requirement litres/palm/day in an ha at 70% field capacity,72.44755245,54.33566434,59.96503497,70,72.44755245,70.48951049,61.43356643,58.00699301,57.27272727,55.8041958,58.25174825,57.02797203
