Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.74,4.59,5.72,6.44,6.75,5.88,5.02,4.72,4.59,4.25,3.7,3.45
Water requirement (mm/day),1.87,2.295,2.86,3.22,3.375,2.94,2.51,2.36,2.295,2.125,1.85,1.725
Water requirement litres/day/ha ,18700,22950,28600,32200,33750,29400,25100,23600,22950,21250,18500,17250
Water requirement litres/palm/day in an ha,130.7692308,160.4895105,200,225.1748252,236.013986,205.5944056,175.5244755,165.034965,160.4895105,148.6013986,129.3706294,120.6293706
Water requirement litres/palm/day in an ha at 70% field capacity,91.53846154,112.3426573,140,157.6223776,165.2097902,143.9160839,122.8671329,115.5244755,112.3426573,104.020979,90.55944056,84.44055944
