Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.57,4.1,4.54,4.61,4.37,4.02,4,4.02,4.03,3.77,3.4,3.23
Water requirement (mm/day),1.785,2.05,2.27,2.305,2.185,2.01,2,2.01,2.015,1.885,1.7,1.615
Water requirement litres/day/ha ,17850,20500,22700,23050,21850,20100,20000,20100,20150,18850,17000,16150
Water requirement litres/palm/day in an ha,124.8251748,143.3566434,158.7412587,161.1888112,152.7972028,140.5594406,139.8601399,140.5594406,140.9090909,131.8181818,118.8811189,112.9370629
Water requirement litres/palm/day in an ha at 70% field capacity,87.37762238,100.3496503,111.1188811,112.8321678,106.958042,98.39160839,97.9020979,98.39160839,98.63636364,92.27272727,83.21678322,79.05594406
