Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.1,2.72,2.95,3.1,3.01,2.82,2.46,2.39,2.42,2.51,2.47,2.39
Water requirement (mm/day),1.55,1.36,1.475,1.55,1.505,1.41,1.23,1.195,1.21,1.255,1.235,1.195
Water requirement litres/day/ha ,15500,13600,14750,15500,15050,14100,12300,11950,12100,12550,12350,11950
Water requirement litres/palm/day in an ha,108.3916084,95.1048951,103.1468531,108.3916084,105.2447552,98.6013986,86.01398601,83.56643357,84.61538462,87.76223776,86.36363636,83.56643357
Water requirement litres/palm/day in an ha at 70% field capacity,75.87412587,66.57342657,72.2027972,75.87412587,73.67132867,69.02097902,60.20979021,58.4965035,59.23076923,61.43356643,60.45454545,58.4965035
