Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.32,3.98,4.79,5.22,5.44,5.04,4.31,4.19,4.12,3.82,3.42,3.14
Water requirement (mm/day),1.66,1.99,2.395,2.61,2.72,2.52,2.155,2.095,2.06,1.91,1.71,1.57
Water requirement litres/day/ha ,16600,19900,23950,26100,27200,25200,21550,20950,20600,19100,17100,15700
Water requirement litres/palm/day in an ha,116.0839161,139.1608392,167.4825175,182.5174825,190.2097902,176.2237762,150.6993007,146.5034965,144.0559441,133.5664336,119.5804196,109.7902098
Water requirement litres/palm/day in an ha at 70% field capacity,81.25874126,97.41258741,117.2377622,127.7622378,133.1468531,123.3566434,105.4895105,102.5524476,100.8391608,93.4965035,83.70629371,76.85314685
