Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.22,2.81,3.9,4.41,4.63,4.6,4.38,4.19,3.76,3.26,2.64,2.14
Water requirement (mm/day),1.11,1.405,1.95,2.205,2.315,2.3,2.19,2.095,1.88,1.63,1.32,1.07
Water requirement litres/day/ha ,11100,14050,19500,22050,23150,23000,21900,20950,18800,16300,13200,10700
Water requirement litres/palm/day in an ha,77.62237762,98.25174825,136.3636364,154.1958042,161.8881119,160.8391608,153.1468531,146.5034965,131.4685315,113.986014,92.30769231,74.82517483
Water requirement litres/palm/day in an ha at 70% field capacity,54.33566434,68.77622378,95.45454545,107.9370629,113.3216783,112.5874126,107.2027972,102.5524476,92.02797203,79.79020979,64.61538462,52.37762238
