Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.88,4.52,5.18,5.42,5.12,4.45,4.25,4.3,4.42,4.05,3.64,3.49
Water requirement (mm/day),1.94,2.26,2.59,2.71,2.56,2.225,2.125,2.15,2.21,2.025,1.82,1.745
Water requirement litres/day/ha ,19400,22600,25900,27100,25600,22250,21250,21500,22100,20250,18200,17450
Water requirement litres/palm/day in an ha,135.6643357,158.041958,181.1188811,189.5104895,179.020979,155.5944056,148.6013986,150.3496503,154.5454545,141.6083916,127.2727273,122.027972
Water requirement litres/palm/day in an ha at 70% field capacity,94.96503497,110.6293706,126.7832168,132.6573427,125.3146853,108.9160839,104.020979,105.2447552,108.1818182,99.12587413,89.09090909,85.41958042
