Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.27,2.77,3.72,4.44,4.75,4.77,4.67,4.44,3.95,3.34,2.71,2.24
Water requirement (mm/day),1.135,1.385,1.86,2.22,2.375,2.385,2.335,2.22,1.975,1.67,1.355,1.12
Water requirement litres/day/ha ,11350,13850,18600,22200,23750,23850,23350,22200,19750,16700,13550,11200
Water requirement litres/palm/day in an ha,79.37062937,96.85314685,130.0699301,155.2447552,166.0839161,166.7832168,163.2867133,155.2447552,138.1118881,116.7832168,94.75524476,78.32167832
Water requirement litres/palm/day in an ha at 70% field capacity,55.55944056,67.7972028,91.04895105,108.6713287,116.2587413,116.7482517,114.3006993,108.6713287,96.67832168,81.74825175,66.32867133,54.82517483
