Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.34,4,4.88,5.37,5.63,5.09,4.28,4.14,4.05,3.76,3.35,3.12
Water requirement (mm/day),1.67,2,2.44,2.685,2.815,2.545,2.14,2.07,2.025,1.88,1.675,1.56
Water requirement litres/day/ha ,16700,20000,24400,26850,28150,25450,21400,20700,20250,18800,16750,15600
Water requirement litres/palm/day in an ha,116.7832168,139.8601399,170.6293706,187.7622378,196.8531469,177.972028,149.6503497,144.7552448,141.6083916,131.4685315,117.1328671,109.0909091
Water requirement litres/palm/day in an ha at 70% field capacity,81.74825175,97.9020979,119.4405594,131.4335664,137.7972028,124.5804196,104.7552448,101.3286713,99.12587413,92.02797203,81.99300699,76.36363636
