Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.63,4.41,5.54,6.27,6.3,5.47,4.48,4.13,4.42,4.76,4.06,3.51
Water requirement (mm/day),1.815,2.205,2.77,3.135,3.15,2.735,2.24,2.065,2.21,2.38,2.03,1.755
Water requirement litres/day/ha ,18150,22050,27700,31350,31500,27350,22400,20650,22100,23800,20300,17550
Water requirement litres/palm/day in an ha,126.9230769,154.1958042,193.7062937,219.2307692,220.2797203,191.2587413,156.6433566,144.4055944,154.5454545,166.4335664,141.958042,122.7272727
Water requirement litres/palm/day in an ha at 70% field capacity,88.84615385,107.9370629,135.5944056,153.4615385,154.1958042,133.8811189,109.6503497,101.0839161,108.1818182,116.5034965,99.37062937,85.90909091
