Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.56,4.26,5.02,5.4,5.93,5.76,5.51,5.31,5.01,4.17,3.46,3.2
Water requirement (mm/day),1.78,2.13,2.51,2.7,2.965,2.88,2.755,2.655,2.505,2.085,1.73,1.6
Water requirement litres/day/ha ,17800,21300,25100,27000,29650,28800,27550,26550,25050,20850,17300,16000
Water requirement litres/palm/day in an ha,124.4755245,148.951049,175.5244755,188.8111888,207.3426573,201.3986014,192.6573427,185.6643357,175.1748252,145.8041958,120.979021,111.8881119
Water requirement litres/palm/day in an ha at 70% field capacity,87.13286713,104.2657343,122.8671329,132.1678322,145.1398601,140.979021,134.8601399,129.965035,122.6223776,102.0629371,84.68531469,78.32167832
