Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.51,4.11,4.7,4.86,4.83,4.56,4.5,4.48,4.39,3.95,3.45,3.16
Water requirement (mm/day),1.755,2.055,2.35,2.43,2.415,2.28,2.25,2.24,2.195,1.975,1.725,1.58
Water requirement litres/day/ha ,17550,20550,23500,24300,24150,22800,22500,22400,21950,19750,17250,15800
Water requirement litres/palm/day in an ha,122.7272727,143.7062937,164.3356643,169.9300699,168.8811189,159.4405594,157.3426573,156.6433566,153.4965035,138.1118881,120.6293706,110.4895105
Water requirement litres/palm/day in an ha at 70% field capacity,85.90909091,100.5944056,115.034965,118.951049,118.2167832,111.6083916,110.1398601,109.6503497,107.4475524,96.67832168,84.44055944,77.34265734
