Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.66,4.44,5.3,5.77,6.21,5.78,5.45,5.27,5.05,4.23,3.5,3.25
Water requirement (mm/day),1.83,2.22,2.65,2.885,3.105,2.89,2.725,2.635,2.525,2.115,1.75,1.625
Water requirement litres/day/ha ,18300,22200,26500,28850,31050,28900,27250,26350,25250,21150,17500,16250
Water requirement litres/palm/day in an ha,127.972028,155.2447552,185.3146853,201.7482517,217.1328671,202.0979021,190.5594406,184.2657343,176.5734266,147.9020979,122.3776224,113.6363636
Water requirement litres/palm/day in an ha at 70% field capacity,89.58041958,108.6713287,129.7202797,141.2237762,151.993007,141.4685315,133.3916084,128.986014,123.6013986,103.5314685,85.66433566,79.54545455
