Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.09,2.87,3.27,3.71,4.01,4.09,3.54,2.8,2.61,2.74,2.92,2.88
Water requirement (mm/day),2.045,1.435,1.635,1.855,2.005,2.045,1.77,1.4,1.305,1.37,1.46,1.44
Water requirement litres/day/ha ,20450,14350,16350,18550,20050,20450,17700,14000,13050,13700,14600,14400
Water requirement litres/palm/day in an ha,143.006993,100.3496503,114.3356643,129.7202797,140.2097902,143.006993,123.7762238,97.9020979,91.25874126,95.8041958,102.0979021,100.6993007
Water requirement litres/palm/day in an ha at 70% field capacity,100.1048951,70.24475524,80.03496503,90.8041958,98.14685315,100.1048951,86.64335664,68.53146853,63.88111888,67.06293706,71.46853147,70.48951049
