Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.31,4.02,5.03,5.71,6.02,5.24,4.22,4.03,4.04,3.85,3.44,3.12
Water requirement (mm/day),1.655,2.01,2.515,2.855,3.01,2.62,2.11,2.015,2.02,1.925,1.72,1.56
Water requirement litres/day/ha ,16550,20100,25150,28550,30100,26200,21100,20150,20200,19250,17200,15600
Water requirement litres/palm/day in an ha,115.7342657,140.5594406,175.8741259,199.6503497,210.4895105,183.2167832,147.5524476,140.9090909,141.2587413,134.6153846,120.2797203,109.0909091
Water requirement litres/palm/day in an ha at 70% field capacity,81.01398601,98.39160839,123.1118881,139.7552448,147.3426573,128.2517483,103.2867133,98.63636364,98.88111888,94.23076923,84.1958042,76.36363636
