Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.56,4.4,5.71,6.66,7.08,6.11,4.95,4.55,4.75,4.93,4.06,3.44
Water requirement (mm/day),1.78,2.2,2.855,3.33,3.54,3.055,2.475,2.275,2.375,2.465,2.03,1.72
Water requirement litres/day/ha ,17800,22000,28550,33300,35400,30550,24750,22750,23750,24650,20300,17200
Water requirement litres/palm/day in an ha,124.4755245,153.8461538,199.6503497,232.8671329,247.5524476,213.6363636,173.0769231,159.0909091,166.0839161,172.3776224,141.958042,120.2797203
Water requirement litres/palm/day in an ha at 70% field capacity,87.13286713,107.6923077,139.7552448,163.006993,173.2867133,149.5454545,121.1538462,111.3636364,116.2587413,120.6643357,99.37062937,84.1958042
