Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.92,4.84,5.99,6.7,6.93,5.89,5.12,4.91,4.76,4.35,3.81,3.58
Water requirement (mm/day),1.96,2.42,2.995,3.35,3.465,2.945,2.56,2.455,2.38,2.175,1.905,1.79
Water requirement litres/day/ha ,19600,24200,29950,33500,34650,29450,25600,24550,23800,21750,19050,17900
Water requirement litres/palm/day in an ha,137.0629371,169.2307692,209.4405594,234.2657343,242.3076923,205.9440559,179.020979,171.6783217,166.4335664,152.0979021,133.2167832,125.1748252
Water requirement litres/palm/day in an ha at 70% field capacity,95.94405594,118.4615385,146.6083916,163.986014,169.6153846,144.1608392,125.3146853,120.1748252,116.5034965,106.4685315,93.25174825,87.62237762
