Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.45,4.29,5.63,6.73,7.25,6.03,4.49,4.08,4.14,4.14,3.65,3.23
Water requirement (mm/day),1.725,2.145,2.815,3.365,3.625,3.015,2.245,2.04,2.07,2.07,1.825,1.615
Water requirement litres/day/ha ,17250,21450,28150,33650,36250,30150,22450,20400,20700,20700,18250,16150
Water requirement litres/palm/day in an ha,120.6293706,150,196.8531469,235.3146853,253.4965035,210.8391608,156.993007,142.6573427,144.7552448,144.7552448,127.6223776,112.9370629
Water requirement litres/palm/day in an ha at 70% field capacity,84.44055944,105,137.7972028,164.7202797,177.4475524,147.5874126,109.8951049,99.86013986,101.3286713,101.3286713,89.33566434,79.05594406
