Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.88,3.69,4.73,5.1,4.98,4.29,4.04,3.97,3.78,3.44,2.96,2.64
Water requirement (mm/day),1.44,1.845,2.365,2.55,2.49,2.145,2.02,1.985,1.89,1.72,1.48,1.32
Water requirement litres/day/ha ,14400,18450,23650,25500,24900,21450,20200,19850,18900,17200,14800,13200
Water requirement litres/palm/day in an ha,100.6993007,129.020979,165.3846154,178.3216783,174.1258741,150,141.2587413,138.8111888,132.1678322,120.2797203,103.4965035,92.30769231
Water requirement litres/palm/day in an ha at 70% field capacity,70.48951049,90.31468531,115.7692308,124.8251748,121.8881119,105,98.88111888,97.16783217,92.51748252,84.1958042,72.44755245,64.61538462
