Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.48,3.09,4,4.44,4.4,3.85,3.65,3.58,3.4,3.1,2.62,2.32
Water requirement (mm/day),1.24,1.545,2,2.22,2.2,1.925,1.825,1.79,1.7,1.55,1.31,1.16
Water requirement litres/day/ha ,12400,15450,20000,22200,22000,19250,18250,17900,17000,15500,13100,11600
Water requirement litres/palm/day in an ha,86.71328671,108.041958,139.8601399,155.2447552,153.8461538,134.6153846,127.6223776,125.1748252,118.8811189,108.3916084,91.60839161,81.11888112
Water requirement litres/palm/day in an ha at 70% field capacity,60.6993007,75.62937063,97.9020979,108.6713287,107.6923077,94.23076923,89.33566434,87.62237762,83.21678322,75.87412587,64.12587413,56.78321678
