Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.56,4.43,5.82,6.9,7.39,6.37,5.05,4.6,4.81,5.04,4.09,3.45
Water requirement (mm/day),1.78,2.215,2.91,3.45,3.695,3.185,2.525,2.3,2.405,2.52,2.045,1.725
Water requirement litres/day/ha ,17800,22150,29100,34500,36950,31850,25250,23000,24050,25200,20450,17250
Water requirement litres/palm/day in an ha,124.4755245,154.8951049,203.4965035,241.2587413,258.3916084,222.7272727,176.5734266,160.8391608,168.1818182,176.2237762,143.006993,120.6293706
Water requirement litres/palm/day in an ha at 70% field capacity,87.13286713,108.4265734,142.4475524,168.8811189,180.8741259,155.9090909,123.6013986,112.5874126,117.7272727,123.3566434,100.1048951,84.44055944
