Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,4.02,4.9,6.02,6.66,6.72,5.44,4.67,4.58,4.61,4.3,3.85,3.66
Water requirement (mm/day),2.01,2.45,3.01,3.33,3.36,2.72,2.335,2.29,2.305,2.15,1.925,1.83
Water requirement litres/day/ha ,20100,24500,30100,33300,33600,27200,23350,22900,23050,21500,19250,18300
Water requirement litres/palm/day in an ha,140.5594406,171.3286713,210.4895105,232.8671329,234.965035,190.2097902,163.2867133,160.1398601,161.1888112,150.3496503,134.6153846,127.972028
Water requirement litres/palm/day in an ha at 70% field capacity,98.39160839,119.9300699,147.3426573,163.006993,164.4755245,133.1468531,114.3006993,112.0979021,112.8321678,105.2447552,94.23076923,89.58041958
