Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.42,3,3.91,4.38,4.35,3.84,3.69,3.56,3.4,3.06,2.59,2.26
Water requirement (mm/day),1.21,1.5,1.955,2.19,2.175,1.92,1.845,1.78,1.7,1.53,1.295,1.13
Water requirement litres/day/ha ,12100,15000,19550,21900,21750,19200,18450,17800,17000,15300,12950,11300
Water requirement litres/palm/day in an ha,84.61538462,104.8951049,136.7132867,153.1468531,152.0979021,134.2657343,129.020979,124.4755245,118.8811189,106.993007,90.55944056,79.02097902
Water requirement litres/palm/day in an ha at 70% field capacity,59.23076923,73.42657343,95.6993007,107.2027972,106.4685315,93.98601399,90.31468531,87.13286713,83.21678322,74.8951049,63.39160839,55.31468531
