Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.73,4.61,5.76,6.56,6.9,5.86,4.92,4.62,4.52,4.27,3.7,3.43
Water requirement (mm/day),1.865,2.305,2.88,3.28,3.45,2.93,2.46,2.31,2.26,2.135,1.85,1.715
Water requirement litres/day/ha ,18650,23050,28800,32800,34500,29300,24600,23100,22600,21350,18500,17150
Water requirement litres/palm/day in an ha,130.4195804,161.1888112,201.3986014,229.3706294,241.2587413,204.8951049,172.027972,161.5384615,158.041958,149.3006993,129.3706294,119.9300699
Water requirement litres/palm/day in an ha at 70% field capacity,91.29370629,112.8321678,140.979021,160.5594406,168.8811189,143.4265734,120.4195804,113.0769231,110.6293706,104.5104895,90.55944056,83.95104895
