Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.13,3.94,5.42,6.78,7.42,6.29,4.61,4.15,4.14,4.05,3.45,2.98
Water requirement (mm/day),1.565,1.97,2.71,3.39,3.71,3.145,2.305,2.075,2.07,2.025,1.725,1.49
Water requirement litres/day/ha ,15650,19700,27100,33900,37100,31450,23050,20750,20700,20250,17250,14900
Water requirement litres/palm/day in an ha,109.4405594,137.7622378,189.5104895,237.0629371,259.4405594,219.9300699,161.1888112,145.1048951,144.7552448,141.6083916,120.6293706,104.1958042
Water requirement litres/palm/day in an ha at 70% field capacity,76.60839161,96.43356643,132.6573427,165.9440559,181.6083916,153.951049,112.8321678,101.5734266,101.3286713,99.12587413,84.44055944,72.93706294
