Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.93,3.71,4.64,4.97,4.92,4.21,3.96,3.89,3.75,3.42,2.94,2.66
Water requirement (mm/day),1.465,1.855,2.32,2.485,2.46,2.105,1.98,1.945,1.875,1.71,1.47,1.33
Water requirement litres/day/ha ,14650,18550,23200,24850,24600,21050,19800,19450,18750,17100,14700,13300
Water requirement litres/palm/day in an ha,102.4475524,129.7202797,162.2377622,173.7762238,172.027972,147.2027972,138.4615385,136.013986,131.1188811,119.5804196,102.7972028,93.00699301
Water requirement litres/palm/day in an ha at 70% field capacity,71.71328671,90.8041958,113.5664336,121.6433566,120.4195804,103.041958,96.92307692,95.20979021,91.78321678,83.70629371,71.95804196,65.1048951
