Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.51,4.38,5.79,6.91,7.45,6.19,4.55,4.11,4.22,4.28,3.72,3.29
Water requirement (mm/day),1.755,2.19,2.895,3.455,3.725,3.095,2.275,2.055,2.11,2.14,1.86,1.645
Water requirement litres/day/ha ,17550,21900,28950,34550,37250,30950,22750,20550,21100,21400,18600,16450
Water requirement litres/palm/day in an ha,122.7272727,153.1468531,202.4475524,241.6083916,260.4895105,216.4335664,159.0909091,143.7062937,147.5524476,149.6503497,130.0699301,115.034965
Water requirement litres/palm/day in an ha at 70% field capacity,85.90909091,107.2027972,141.7132867,169.1258741,182.3426573,151.5034965,111.3636364,100.5944056,103.2867133,104.7552448,91.04895105,80.52447552
