Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.38,4.09,5.06,5.64,5.9,5.13,4.15,4,4.02,3.82,3.42,3.16
Water requirement (mm/day),1.69,2.045,2.53,2.82,2.95,2.565,2.075,2,2.01,1.91,1.71,1.58
Water requirement litres/day/ha ,16900,20450,25300,28200,29500,25650,20750,20000,20100,19100,17100,15800
Water requirement litres/palm/day in an ha,118.1818182,143.006993,176.9230769,197.2027972,206.2937063,179.3706294,145.1048951,139.8601399,140.5594406,133.5664336,119.5804196,110.4895105
Water requirement litres/palm/day in an ha at 70% field capacity,82.72727273,100.1048951,123.8461538,138.041958,144.4055944,125.5594406,101.5734266,97.9020979,98.39160839,93.4965035,83.70629371,77.34265734
