Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.9,4.81,5.97,6.78,7.14,5.94,5.06,4.81,4.7,4.48,3.87,3.58
Water requirement (mm/day),1.95,2.405,2.985,3.39,3.57,2.97,2.53,2.405,2.35,2.24,1.935,1.79
Water requirement litres/day/ha ,19500,24050,29850,33900,35700,29700,25300,24050,23500,22400,19350,17900
Water requirement litres/palm/day in an ha,136.3636364,168.1818182,208.7412587,237.0629371,249.6503497,207.6923077,176.9230769,168.1818182,164.3356643,156.6433566,135.3146853,125.1748252
Water requirement litres/palm/day in an ha at 70% field capacity,95.45454545,117.7272727,146.1188811,165.9440559,174.7552448,145.3846154,123.8461538,117.7272727,115.034965,109.6503497,94.72027972,87.62237762
