Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.39,4.17,5.41,6.39,6.8,5.79,4.45,4.13,4.15,4.02,3.57,3.2
Water requirement (mm/day),1.695,2.085,2.705,3.195,3.4,2.895,2.225,2.065,2.075,2.01,1.785,1.6
Water requirement litres/day/ha ,16950,20850,27050,31950,34000,28950,22250,20650,20750,20100,17850,16000
Water requirement litres/palm/day in an ha,118.5314685,145.8041958,189.1608392,223.4265734,237.7622378,202.4475524,155.5944056,144.4055944,145.1048951,140.5594406,124.8251748,111.8881119
Water requirement litres/palm/day in an ha at 70% field capacity,82.97202797,102.0629371,132.4125874,156.3986014,166.4335664,141.7132867,108.9160839,101.0839161,101.5734266,98.39160839,87.37762238,78.32167832
