Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.68,4.27,4.87,5.06,4.89,4.4,4.27,4.29,4.3,3.89,3.45,3.29
Water requirement (mm/day),1.84,2.135,2.435,2.53,2.445,2.2,2.135,2.145,2.15,1.945,1.725,1.645
Water requirement litres/day/ha ,18400,21350,24350,25300,24450,22000,21350,21450,21500,19450,17250,16450
Water requirement litres/palm/day in an ha,128.6713287,149.3006993,170.2797203,176.9230769,170.979021,153.8461538,149.3006993,150,150.3496503,136.013986,120.6293706,115.034965
Water requirement litres/palm/day in an ha at 70% field capacity,90.06993007,104.5104895,119.1958042,123.8461538,119.6853147,107.6923077,104.5104895,105,105.2447552,95.20979021,84.44055944,80.52447552
