Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.92,4.55,5.27,5.59,5.37,4.31,3.64,3.56,3.87,4.02,3.85,3.66
Water requirement (mm/day),1.96,2.275,2.635,2.795,2.685,2.155,1.82,1.78,1.935,2.01,1.925,1.83
Water requirement litres/day/ha ,19600,22750,26350,27950,26850,21550,18200,17800,19350,20100,19250,18300
Water requirement litres/palm/day in an ha,137.0629371,159.0909091,184.2657343,195.4545455,187.7622378,150.6993007,127.2727273,124.4755245,135.3146853,140.5594406,134.6153846,127.972028
Water requirement litres/palm/day in an ha at 70% field capacity,95.94405594,111.3636364,128.986014,136.8181818,131.4335664,105.4895105,89.09090909,87.13286713,94.72027972,98.39160839,94.23076923,89.58041958
