Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.39,4.08,5.01,5.57,6.06,5.64,4.74,4.46,4.31,3.92,3.44,3.18
Water requirement (mm/day),1.695,2.04,2.505,2.785,3.03,2.82,2.37,2.23,2.155,1.96,1.72,1.59
Water requirement litres/day/ha ,16950,20400,25050,27850,30300,28200,23700,22300,21550,19600,17200,15900
Water requirement litres/palm/day in an ha,118.5314685,142.6573427,175.1748252,194.7552448,211.8881119,197.2027972,165.7342657,155.9440559,150.6993007,137.0629371,120.2797203,111.1888112
Water requirement litres/palm/day in an ha at 70% field capacity,82.97202797,99.86013986,122.6223776,136.3286713,148.3216783,138.041958,116.013986,109.1608392,105.4895105,95.94405594,84.1958042,77.83216783
