Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.28,2.76,3.78,4.36,4.7,4.88,4.8,4.53,3.96,3.37,2.73,2.23
Water requirement (mm/day),1.14,1.38,1.89,2.18,2.35,2.44,2.4,2.265,1.98,1.685,1.365,1.115
Water requirement litres/day/ha ,11400,13800,18900,21800,23500,24400,24000,22650,19800,16850,13650,11150
Water requirement litres/palm/day in an ha,79.72027972,96.5034965,132.1678322,152.4475524,164.3356643,170.6293706,167.8321678,158.3916084,138.4615385,117.8321678,95.45454545,77.97202797
Water requirement litres/palm/day in an ha at 70% field capacity,55.8041958,67.55244755,92.51748252,106.7132867,115.034965,119.4405594,117.4825175,110.8741259,96.92307692,82.48251748,66.81818182,54.58041958
