Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.9,2.14,2.34,2.75,2.9,2.84,2.51,2.38,2.33,2.28,2.35,2.26
Water requirement (mm/day),1.45,1.07,1.17,1.375,1.45,1.42,1.255,1.19,1.165,1.14,1.175,1.13
Water requirement litres/day/ha ,14500,10700,11700,13750,14500,14200,12550,11900,11650,11400,11750,11300
Water requirement litres/palm/day in an ha,101.3986014,74.82517483,81.81818182,96.15384615,101.3986014,99.3006993,87.76223776,83.21678322,81.46853147,79.72027972,82.16783217,79.02097902
Water requirement litres/palm/day in an ha at 70% field capacity,70.97902098,52.37762238,57.27272727,67.30769231,70.97902098,69.51048951,61.43356643,58.25174825,57.02797203,55.8041958,57.51748252,55.31468531
